Postal Code,Place Name,State,State Abbreviation,Latitude,Longitude
70646,Seremban,Negeri Sembilan,NSN,2.7186,101.949
70648,Seremban,Negeri Sembilan,NSN,2.7186,101.949
70658,Seremban,Negeri Sembilan,NSN,2.7186,101.949
70664,Seremban,Negeri Sembilan,NSN,2.7186,101.949
70670,Seremban,Negeri Sembilan,NSN,2.7186,101.949
70672,Seremban,Negeri Sembilan,NSN,2.7186,101.949
70673,Seremban,Negeri Sembilan,NSN,2.7186,101.949
70674,Seremban,Negeri Sembilan,NSN,2.7186,101.949
70676,Seremban,Negeri Sembilan,NSN,2.7186,101.949
70690,Seremban,Negeri Sembilan,NSN,2.7186,101.949
70700,Seremban,Negeri Sembilan,NSN,2.7186,101.949
70710,Seremban,Negeri Sembilan,NSN,2.7186,101.949
70720,Seremban,Negeri Sembilan,NSN,2.7186,101.949
70730,Seremban,Negeri Sembilan,NSN,2.7186,101.949
70740,Seremban,Negeri Sembilan,NSN,2.7186,101.949
70750,Seremban,Negeri Sembilan,NSN,2.7186,101.949
70990,Seremban,Negeri Sembilan,NSN,2.7186,101.949
71000,Port Dickson,Negeri Sembilan,NSN,2.5932,101.8413
71007,Port Dickson,Negeri Sembilan,NSN,2.5364,101.8068
71009,Port Dickson,Negeri Sembilan,NSN,2.5364,101.8068
71010,Rantau,Negeri Sembilan,NSN,2.589,101.9629
71050,Si Rusa,Negeri Sembilan,NSN,2.5099,102.0049
71059,Si Rusa,Negeri Sembilan,NSN,2.4267,101.8659
71100,Rantau,Negeri Sembilan,NSN,2.5693,101.997
71109,Rantau,Negeri Sembilan,NSN,2.589,101.9629
71150,Linggi,Negeri Sembilan,NSN,2.5272,102.026
71159,Linggi,Negeri Sembilan,NSN,2.4674,102.0523
71200,Rantau,Negeri Sembilan,NSN,2.6309,101.9554
71209,Rantau,Negeri Sembilan,NSN,2.589,101.9629
71250,Si Rusa,Negeri Sembilan,NSN,2.5045,101.9217
71259,Si Rusa,Negeri Sembilan,NSN,2.4267,101.8659
71300,Rembau,Negeri Sembilan,NSN,2.5798,102.1108
71309,Rembau,Negeri Sembilan,NSN,2.5797,102.1024
71350,Kota,Negeri Sembilan,NSN,2.5231,102.1388
71359,Kota,Negeri Sembilan,NSN,2.5083,102.1423
71400,Rembau,Negeri Sembilan,NSN,2.5968,102.0899
71409,Rembau,Negeri Sembilan,NSN,2.5797,102.1024
71450,Seremban,Negeri Sembilan,NSN,2.701,101.9617
71459,Seremban,Negeri Sembilan,NSN,2.7186,101.949
71500,Tanjong Ipoh,Negeri Sembilan,NSN,2.73,102.1526
71509,Tanjong Ipoh,Negeri Sembilan,NSN,2.7501,102.1811
71550,Tanjong Ipoh,Negeri Sembilan,NSN,2.6982,102.1791
71559,Tanjong Ipoh,Negeri Sembilan,NSN,2.7501,102.1811
71600,Kuala Klawang,Negeri Sembilan,NSN,2.9555,102.0719
71609,Kuala Klawang,Negeri Sembilan,NSN,2.9472,102.0855
71650,Kuala Klawang,Negeri Sembilan,NSN,2.9697,102.0807
71659,Kuala Klawang,Negeri Sembilan,NSN,2.9472,102.0855
71700,Mantin,Negeri Sembilan,NSN,2.8078,101.9088
71707,Mantin,Negeri Sembilan,NSN,2.8226,101.9
71709,Mantin,Negeri Sembilan,NSN,2.8226,101.9
71750,Mantin,Negeri Sembilan,NSN,2.8383,101.9214
71759,Mantin,Negeri Sembilan,NSN,2.8226,101.9
71760,Bandar Baru Enstek,Negeri Sembilan,NSN,2.7526,101.7667
71770,Seremban,Negeri Sembilan,NSN,2.738,101.9624
71800,Nilai,Negeri Sembilan,NSN,2.8093,101.8334
71807,Nilai,Negeri Sembilan,NSN,2.8393,101.7949
71809,Nilai,Negeri Sembilan,NSN,2.8393,101.7949
71900,Labu,Negeri Sembilan,NSN,2.7339,101.8927
71907,Labu,Negeri Sembilan,NSN,2.7633,101.7696
71909,Labu,Negeri Sembilan,NSN,2.7633,101.7696
71950,Seremban,Negeri Sembilan,NSN,2.6981,101.9075
71960,Port Dickson,Negeri Sembilan,NSN,2.6616,101.7687
72000,Kuala Pilah,Negeri Sembilan,NSN,2.7226,102.2138
72007,Kuala Pilah,Negeri Sembilan,NSN,2.749,102.2502
72009,Kuala Pilah,Negeri Sembilan,NSN,2.749,102.2502
72100,Bahau,Negeri Sembilan,NSN,2.8199,102.2934
72107,Bahau,Negeri Sembilan,NSN,2.8046,102.3876
72109,Bahau,Negeri Sembilan,NSN,2.8046,102.3876
72120,Bandar Seri Jempol,Negeri Sembilan,NSN,2.8299,102.2531
72127,Bandar Seri Jempol,Negeri Sembilan,NSN,2.8708,102.2548
72129,Bandar Seri Jempol,Negeri Sembilan,NSN,2.8708,102.2548
72200,Batu Kikir,Negeri Sembilan,NSN,2.8352,102.2086
72207,Batu Kikir,Negeri Sembilan,NSN,2.8441,102.3136
72209,Batu Kikir,Negeri Sembilan,NSN,2.8441,102.3136
72300,Simpang Pertang,Negeri Sembilan,NSN,3.018,102.3018
72307,Simpang Pertang,Negeri Sembilan,NSN,2.9571,102.3035
72309,Simpang Pertang,Negeri Sembilan,NSN,2.9571,102.3035
72400,Simpang Durian,Negeri Sembilan,NSN,3.0168,102.1793
72409,Simpang Durian,Negeri Sembilan,NSN,3.1109,102.2248
72500,Kuala Pilah,Negeri Sembilan,NSN,2.7566,102.2523
72507,Kuala Pilah,Negeri Sembilan,NSN,2.749,102.2502
72509,Kuala Pilah,Negeri Sembilan,NSN,2.749,102.2502
73000,Tampin,Negeri Sembilan,NSN,2.5687,102.1824
73007,Tampin,Negeri Sembilan,NSN,2.4898,102.2377
73009,Tampin,Negeri Sembilan,NSN,2.4898,102.2377
73100,Johol,Negeri Sembilan,NSN,2.6182,102.2701
73109,Johol,Negeri Sembilan,NSN,2.636,102.2933
73200,Gemencheh,Negeri Sembilan,NSN,2.6213,102.3113
73207,Gemencheh,Negeri Sembilan,NSN,2.5946,102.4134
73209,Gemencheh,Negeri Sembilan,NSN,2.5946,102.4134
73300,Gemencheh,Negeri Sembilan,NSN,2.5794,102.3977
73309,Gemencheh,Negeri Sembilan,NSN,2.5946,102.4134
73400,Gemas,Negeri Sembilan,NSN,2.6637,102.5259
73409,Gemas,Negeri Sembilan,NSN,2.6673,102.5731
73420,Gemas,Negeri Sembilan,NSN,2.6592,102.5529
73430,Pusat  Bandar Palong,Negeri Sembilan,NSN,2.7184,102.5765
73440,Pusat  Bandar Palong,Negeri Sembilan,NSN,2.6873,102.5585
73450,Pusat  Bandar Palong,Negeri Sembilan,NSN,2.7332,102.5843
73460,Pusat  Bandar Palong,Negeri Sembilan,NSN,3.0808,102.5489
73470,Pusat  Bandar Palong,Negeri Sembilan,NSN,2.9001,102.5625
73480,Gemas,Negeri Sembilan,NSN,2.6705,102.5451
73500,Rompin,Negeri Sembilan,NSN,2.694,102.4612
73507,Rompin,Negeri Sembilan,NSN,2.6945,102.5264
73509,Rompin,Negeri Sembilan,NSN,2.6945,102.5264
25000,Kuantan,Pahang,PHG,3.8099,103.2893
25050,Kuantan,Pahang,PHG,3.8109,103.2884
25100,Kuantan,Pahang,PHG,3.7784,103.1744
25150,Kuantan,Pahang,PHG,3.7686,103.2328
25200,Kuantan,Pahang,PHG,3.7696,103.2224
25250,Kuantan,Pahang,PHG,3.751,103.1276
25300,Kuantan,Pahang,PHG,3.8091,103.2363
25350,Kuantan,Pahang,PHG,3.7745,103.2176
25500,Kuantan,Pahang,PHG,3.825,103.3239
25502,Kuantan,Pahang,PHG,3.825,103.3239
25503,Kuantan,Pahang,PHG,3.825,103.3239
25504,Kuantan,Pahang,PHG,3.825,103.3239
25505,Kuantan,Pahang,PHG,3.825,103.3239
25506,Kuantan,Pahang,PHG,3.825,103.3239
25508,Kuantan,Pahang,PHG,3.825,103.3239
25509,Kuantan,Pahang,PHG,3.825,103.3239
25512,Kuantan,Pahang,PHG,3.825,103.3239
25514,Kuantan,Pahang,PHG,3.825,103.3239
25516,Kuantan,Pahang,PHG,3.825,103.3239
25517,Kuantan,Pahang,PHG,3.825,103.3239
25518,Kuantan,Pahang,PHG,3.825,103.3239
25520,Kuantan,Pahang,PHG,3.825,103.3239
25524,Kuantan,Pahang,PHG,3.825,103.3239
25529,Kuantan,Pahang,PHG,3.825,103.3239
25532,Kuantan,Pahang,PHG,3.825,103.3239
25534,Kuantan,Pahang,PHG,3.825,103.3239
25536,Kuantan,Pahang,PHG,3.825,103.3239
25538,Kuantan,Pahang,PHG,3.825,103.3239
25540,Kuantan,Pahang,PHG,3.825,103.3239
25546,Kuantan,Pahang,PHG,3.825,103.3239
25548,Kuantan,Pahang,PHG,3.4931,103.3912
25550,Kuantan,Pahang,PHG,3.825,103.3239
25551,Kuantan,Pahang,PHG,3.825,103.3239
25552,Kuantan,Pahang,PHG,3.825,103.3239
25556,Kuantan,Pahang,PHG,3.825,103.3239
25558,Kuantan,Pahang,PHG,3.825,103.3239
25560,Kuantan,Pahang,PHG,3.825,103.3239
25564,Kuantan,Pahang,PHG,3.4924,103.3896
25570,Kuantan,Pahang,PHG,3.825,103.3239
25576,Kuantan,Pahang,PHG,3.825,103.3239
25578,Kuantan,Pahang,PHG,3.825,103.3239
25582,Kuantan,Pahang,PHG,3.4923,103.3896
25584,Kuantan,Pahang,PHG,3.825,103.3239
25586,Kuantan,Pahang,PHG,3.825,103.3239
25590,Kuantan,Pahang,PHG,3.8188,103.3257
25592,Kuantan,Pahang,PHG,3.825,103.3239
25594,Kuantan,Pahang,PHG,3.825,103.3239
25596,Kuantan,Pahang,PHG,3.825,103.3239
25598,Kuantan,Pahang,PHG,3.825,103.3239
25600,Kuantan,Pahang,PHG,3.825,103.3239
25604,Kuantan,Pahang,PHG,3.825,103.3239
25606,Kuantan,Pahang,PHG,3.825,103.3239
25608,Kuantan,Pahang,PHG,3.8023,101.8558
25609,Kuantan,Pahang,PHG,3.825,103.3239
25610,Kuantan,Pahang,PHG,3.825,103.3239
25612,Kuantan,Pahang,PHG,3.825,103.3239
25614,Kuantan,Pahang,PHG,3.79,103.3161
25620,Kuantan,Pahang,PHG,3.8223,103.3565
25622,Kuantan,Pahang,PHG,3.825,103.3239
25626,Kuantan,Pahang,PHG,3.825,103.3239
25628,Kuantan,Pahang,PHG,3.825,103.3239
25630,Kuantan,Pahang,PHG,3.825,103.3239
25632,Kuantan,Pahang,PHG,3.825,103.3239
25644,Kuantan,Pahang,PHG,3.7984,103.3225
25646,Kuantan,Pahang,PHG,3.825,103.3239
25648,Kuantan,Pahang,PHG,3.825,103.3239
25656,Kuantan,Pahang,PHG,3.825,103.3239
25660,Kuantan,Pahang,PHG,3.825,103.3239
25661,Kuantan,Pahang,PHG,3.825,103.3239
25662,Kuantan,Pahang,PHG,3.8243,103.3328
25670,Kuantan,Pahang,PHG,3.825,103.3239
25672,Kuantan,Pahang,PHG,3.825,103.3239
25673,Kuantan,Pahang,PHG,3.825,103.3239
25674,Kuantan,Pahang,PHG,3.8029,103.3237
25676,Kuantan,Pahang,PHG,3.8087,103.3267
25690,Kuantan,Pahang,PHG,3.825,103.3239
25700,Kuantan,Pahang,PHG,3.825,103.3239
25710,Kuantan,Pahang,PHG,3.825,103.3239
25720,Kuantan,Pahang,PHG,3.825,103.3239
25730,Kuantan,Pahang,PHG,3.825,103.3239
25740,Kuantan,Pahang,PHG,3.825,103.3239
25750,Kuantan,Pahang,PHG,3.825,103.3239
25990,Kuantan,Pahang,PHG,3.7,103.0226
26010,Kuantan,Pahang,PHG,3.8198,103.2423
26040,Kuantan,Pahang,PHG,3.8459,103.1769
26050,Bukit Goh,Pahang,PHG,3.7793,102.9106
26060,Kuantan,Pahang,PHG,3.7363,103.2605
26070,Kuantan,Pahang,PHG,3.7579,103.1751
26080,Kuantan,Pahang,PHG,3.6981,103.0195
26090,Bukit Goh,Pahang,PHG,3.822,103.0217
26100,Balok,Pahang,PHG,3.912,103.3298
26140,Kuantan,Pahang,PHG,3.957,103.226
26150,Balok,Pahang,PHG,3.9317,103.3769
26170,Kuantan,Pahang,PHG,3.9349,103.3703
26180,Kuantan,Pahang,PHG,3.8593,103.275
26190,Balok,Pahang,PHG,4.0288,103.3853
26200,Sungai Lembing,Pahang,PHG,3.8104,102.9129
26250,Jaya Gading,Pahang,PHG,3.8173,103.1733
26300,Gambang,Pahang,PHG,3.7444,103.1378
26310,Gambang,Pahang,PHG,3.7071,103.0815
26320,Gambang,Pahang,PHG,3.6745,103.04
26330,Gambang,Pahang,PHG,3.6768,103.0472
26340,Gambang,Pahang,PHG,2.638,103.6324
26350,Gambang,Pahang,PHG,3.665,103.1005
26360,Gambang,Pahang,PHG,3.6518,103.0645
26370,Gambang,Pahang,PHG,3.7137,103.0738
26400,Bandar Pusat Jengka,Pahang,PHG,3.6739,102.5212
26410,Bandar Pusat  Jengka,Pahang,PHG,3.7416,102.5443
26420,Bandar Pusat  Jengka,Pahang,PHG,3.699,102.5528
26430,Bandar Pusat Jengka,Pahang,PHG,3.7416,102.5443
26440,Bandar Pusat  Jengka,Pahang,PHG,3.6808,102.6015
26450,Bandar Pusat  Jengka,Pahang,PHG,3.7028,102.5393
26460,Bandar Pusat  Jengka,Pahang,PHG,3.7263,102.5438
26485,Bandar Pusat  Jengka,Pahang,PHG,3.7416,102.5443
26490,Bandar Pusat  Jengka,Pahang,PHG,3.7416,102.5443
26500,Bandar Pusat Jengka,Pahang,PHG,3.7416,102.5443
26600,Pekan,Pahang,PHG,3.5374,103.2801
26607,Pekan,Pahang,PHG,3.5007,103.3901
26609,Pekan,Pahang,PHG,3.5007,103.3901
26610,Pekan,Pahang,PHG,3.5732,103.2581
26620,Pekan,Pahang,PHG,3.5087,103.0262
26630,Pekan,Pahang,PHG,3.5333,103.2986
26640,Pekan,Pahang,PHG,3.5401,103.2532
26650,Pekan,Pahang,PHG,3.4794,103.129
26660,Pekan,Pahang,PHG,3.5065,103.179
26680,Pekan,Pahang,PHG,3.2987,103.3341
26690,Chini,Pahang,PHG,3.2106,103.0223
26700,Muadzam Shah,Pahang,PHG,3.2041,102.8052
26800,Kuala Rompin,Pahang,PHG,2.9496,103.4089
26810,Kuala Rompin,Pahang,PHG,2.8956,103.3812
26820,Kuala Rompin,Pahang,PHG,2.9468,103.3286
26900,Bandar Tun Abdul Razak,Pahang,PHG,2.9499,102.6818
27000,Jerantut,Pahang,PHG,3.868,102.4271
27010,Jerantut,Pahang,PHG,3.9627,102.3446
27020,Jerantut,Pahang,PHG,3.9436,102.4382
27030,Damak,Pahang,PHG,3.8487,102.246
27040,Jerantut,Pahang,PHG,3.9721,102.3729
27050,Jerantut,Pahang,PHG,3.8629,102.35
27060,Jerantut,Pahang,PHG,3.9293,102.4133
27070,Jerantut,Pahang,PHG,3.884,102.5606
27090,Jerantut,Pahang,PHG,3.8803,102.4837
27100,Padang Tengku,Pahang,PHG,4.1907,102.0495
27150,Jerantut,Pahang,PHG,3.992,102.3399
27200,Kuala Lipis,Pahang,PHG,4.0629,102.1071
27207,Kuala Lipis,Pahang,PHG,4.1872,102.0547
27209,Kuala Lipis,Pahang,PHG,4.1872,102.0547
27210,Kuala Lipis,Pahang,PHG,4.5119,101.9734
27300,Benta,Pahang,PHG,3.9583,102.1692
27310,Benta,Pahang,PHG,3.9168,102.0663
27400,Dong,Pahang,PHG,3.8834,101.983
27600,Raub,Pahang,PHG,3.7577,101.9827
27607,Raub,Pahang,PHG,3.7926,101.8584
27609,Raub,Pahang,PHG,3.7926,101.8584
27610,Raub,Pahang,PHG,3.7875,102.1388
27620,Raub,Pahang,PHG,3.7984,102.1182
27630,Raub,Pahang,PHG,3.689,102.007
27650,Sungai Koyan,Pahang,PHG,4.1582,101.84
27660,Sega,Pahang,PHG,3.9817,101.9348
27670,Raub,Pahang,PHG,3.7602,101.8365
28000,Temerloh,Pahang,PHG,3.484,102.4266
28007,Temerloh,Pahang,PHG,3.4532,102.4245
28009,Temerloh,Pahang,PHG,3.4532,102.4245
28010,Temerloh,Pahang,PHG,3.5162,102.4182
28020,Temerloh,Pahang,PHG,3.4822,102.4812
28030,Temerloh,Pahang,PHG,3.6371,102.5241
28040,Temerloh,Pahang,PHG,3.4884,102.431
28050,Kuala Krau,Pahang,PHG,3.6237,102.456
28100,Chenor,Pahang,PHG,3.5018,102.6455
28200,Triang,Pahang,PHG,3.4051,102.6233
28300,Triang,Pahang,PHG,3.3177,102.4798
28310,Triang,Pahang,PHG,3.2641,102.4548
28320,Triang,Pahang,PHG,3.1929,102.2939
28330,Triang,Pahang,PHG,3.2919,102.5316
28340,Kemayan,Pahang,PHG,3.251,102.5593
28380,Kemayan,Pahang,PHG,3.2452,102.4252
28400,Mentakab,Pahang,PHG,3.5435,102.3122
28407,Mentakab,Pahang,PHG,3.4862,102.3283
28409,Mentakab,Pahang,PHG,3.4862,102.3283
28500,Lanchang,Pahang,PHG,3.5547,102.265
28600,Karak,Pahang,PHG,3.4339,102.1543
28610,Karak,Pahang,PHG,3.4551,102.0424
28620,Karak,Pahang,PHG,3.3706,102.0504
28700,Bentong,Pahang,PHG,3.5281,101.9763
28707,Bentong,Pahang,PHG,3.5249,101.9097
28709,Bentong,Pahang,PHG,3.5249,101.9097
28730,Bentong,Pahang,PHG,3.4095,102.0024
28740,Bentong,Pahang,PHG,3.2308,102.1151
28750,Bentong,Pahang,PHG,3.4481,101.9142
28800,Lurah Bilut,Pahang,PHG,3.6623,101.9202
39000,Tanah Rata,Pahang,PHG,4.3972,101.4559
39007,Tanah Rata,Pahang,PHG,4.4738,101.3786
39009,Tanah Rata,Pahang,PHG,4.4738,101.3786
39010,Tanah Rata,Pahang,PHG,4.1864,101.6687
39100,Brinchang,Pahang,PHG,4.3557,101.6275
39200,Ringlet,Pahang,PHG,4.2961,101.5451
49000,Bukit Fraser,Pahang,PHG,3.7188,101.7403
69000,Genting Highlands,Pahang,PHG,3.422,101.7892
62000,Putrajaya,Putrajaya,PJY,2.9264,101.6964
62007,Putrajaya,Putrajaya,PJY,2.9376,101.7032
62050,Putrajaya,Putrajaya,PJY,2.9264,101.6964
62100,Putrajaya,Putrajaya,PJY,2.928,101.698
62150,Putrajaya,Putrajaya,PJY,2.9264,101.6964
62200,Putrajaya,Putrajaya,PJY,2.9264,101.6964
62250,Putrajaya,Putrajaya,PJY,2.9472,101.6872
62300,Putrajaya,Putrajaya,PJY,2.9264,101.6964
62502,Putrajaya,Putrajaya,PJY,2.9276,101.696
62504,Putrajaya,Putrajaya,PJY,2.9264,101.6964
62505,Putrajaya,Putrajaya,PJY,2.9264,101.6964
62506,Putrajaya,Putrajaya,PJY,2.9264,101.6964
62510,Putrajaya,Putrajaya,PJY,2.9264,101.6964
62512,Putrajaya,Putrajaya,PJY,2.9264,101.6964
62514,Putrajaya,Putrajaya,PJY,2.9264,101.6964
62516,Putrajaya,Putrajaya,PJY,2.9264,101.6964
62517,Putrajaya,Putrajaya,PJY,2.9264,101.6964
62518,Putrajaya,Putrajaya,PJY,2.9384,101.7037
62519,Putrajaya,Putrajaya,PJY,2.9264,101.6964
62520,Putrajaya,Putrajaya,PJY,2.9264,101.6964
62522,Putrajaya,Putrajaya,PJY,2.935,101.6945
62524,Putrajaya,Putrajaya,PJY,2.9264,101.6964
62526,Putrajaya,Putrajaya,PJY,2.9264,101.6964
62527,Putrajaya,Putrajaya,PJY,2.9264,101.6964
62530,Putrajaya,Putrajaya,PJY,2.9322,101.7008
62532,Putrajaya,Putrajaya,PJY,2.9264,101.6964
62536,Putrajaya,Putrajaya,PJY,2.9264,101.6964
62540,Putrajaya,Putrajaya,PJY,2.9264,101.6964
62542,Putrajaya,Putrajaya,PJY,2.9264,101.6964
62546,Putrajaya,Putrajaya,PJY,2.9327,101.6976
62550,Putrajaya,Putrajaya,PJY,2.9264,101.6964
62551,Putrajaya,Putrajaya,PJY,2.9264,101.6964
62570,Putrajaya,Putrajaya,PJY,2.9244,101.6923
62574,Putrajaya,Putrajaya,PJY,2.9264,101.6964
62576,Putrajaya,Putrajaya,PJY,2.9264,101.6964
62582,Putrajaya,Putrajaya,PJY,2.9264,101.6964
62584,Putrajaya,Putrajaya,PJY,2.9422,101.707
62590,Putrajaya,Putrajaya,PJY,2.9264,101.6964
62592,Putrajaya,Putrajaya,PJY,2.9264,101.6964
62594,Putrajaya,Putrajaya,PJY,2.9264,101.6964
62596,Putrajaya,Putrajaya,PJY,2.9264,101.6964
62602,Putrajaya,Putrajaya,PJY,2.9267,101.6935
62604,Putrajaya,Putrajaya,PJY,2.9293,101.6986
62605,Putrajaya,Putrajaya,PJY,2.9264,101.6964
62606,Putrajaya,Putrajaya,PJY,2.9264,101.6964
62616,Putrajaya,Putrajaya,PJY,2.9264,101.6964
62618,Putrajaya,Putrajaya,PJY,2.9264,101.6964
62620,Putrajaya,Putrajaya,PJY,2.9206,101.6875
62623,Putrajaya,Putrajaya,PJY,2.9151,101.6837
62624,Putrajaya,Putrajaya,PJY,2.9264,101.6964
62628,Putrajaya,Putrajaya,PJY,2.9264,101.6964
62630,Putrajaya,Putrajaya,PJY,2.9264,101.6964
62632,Putrajaya,Putrajaya,PJY,2.9264,101.6964
62648,Putrajaya,Putrajaya,PJY,2.9213,101.6858
62652,Putrajaya,Putrajaya,PJY,2.9232,101.6915
62654,Putrajaya,Putrajaya,PJY,2.9264,101.6964
62662,Putrajaya,Putrajaya,PJY,2.9309,101.6977
62668,Putrajaya,Putrajaya,PJY,2.9264,101.6964
62670,Putrajaya,Putrajaya,PJY,2.9366,101.6961
62674,Putrajaya,Putrajaya,PJY,2.9177,101.6839
62675,Putrajaya,Putrajaya,PJY,2.9344,101.7089
62676,Putrajaya,Putrajaya,PJY,2.9264,101.6964
62677,Putrajaya,Putrajaya,PJY,2.9264,101.6964
62686,Putrajaya,Putrajaya,PJY,2.9264,101.6964
62692,Putrajaya,Putrajaya,PJY,2.9306,101.6955
62988,Putrajaya,Putrajaya,PJY,2.9251,101.6574
01000,Kangar,Perlis,PLS,6.4312,100.2056
01007,Kangar,Perlis,PLS,6.4455,100.2002
01009,Kangar,Perlis,PLS,6.4455,100.2002
01500,Kangar,Perlis,PLS,6.4455,100.2002
01502,Kangar,Perlis,PLS,6.4455,100.2002
01503,Kangar,Perlis,PLS,6.4455,100.2002
01504,Kangar,Perlis,PLS,6.4455,100.2002
01505,Kangar,Perlis,PLS,6.4455,100.2002
01506,Kangar,Perlis,PLS,6.4455,100.2002
01508,Kangar,Perlis,PLS,6.4455,100.2002
01512,Kangar,Perlis,PLS,6.4455,100.2002
01514,Kangar,Perlis,PLS,6.4455,100.2002
01516,Kangar,Perlis,PLS,6.4455,100.2002
01517,Kangar,Perlis,PLS,6.4455,100.2002
01518,Kangar,Perlis,PLS,6.4455,100.2002
01524,Kangar,Perlis,PLS,6.4455,100.2002
01529,Kangar,Perlis,PLS,6.4455,100.2002
01532,Kangar,Perlis,PLS,6.4455,100.2002
01538,Kangar,Perlis,PLS,6.4455,100.2002
01540,Kangar,Perlis,PLS,6.4455,100.2002
01546,Kangar,Perlis,PLS,6.4199,100.1698
01550,Kangar,Perlis,PLS,6.3979,100.1325
01551,Kangar,Perlis,PLS,6.4455,100.2002
01556,Kangar,Perlis,PLS,6.4455,100.2002
01560,Kangar,Perlis,PLS,6.4455,100.2002
01564,Kangar,Perlis,PLS,6.4455,100.2002
01570,Kangar,Perlis,PLS,6.4455,100.2002
01572,Kangar,Perlis,PLS,6.4455,100.2002
01576,Kangar,Perlis,PLS,6.4455,100.2002
01578,Kangar,Perlis,PLS,6.4455,100.2002
01582,Kangar,Perlis,PLS,6.4118,100.2001
01586,Kangar,Perlis,PLS,6.4455,100.2002
01590,Kangar,Perlis,PLS,6.4455,100.2002
01592,Kangar,Perlis,PLS,6.4455,100.2002
01594,Kangar,Perlis,PLS,6.4455,100.2002
01596,Kangar,Perlis,PLS,6.4455,100.2002
01598,Kangar,Perlis,PLS,6.4455,100.2002
01600,Kangar,Perlis,PLS,6.4455,100.2002
01604,Kangar,Perlis,PLS,6.4455,100.2002
01606,Kangar,Perlis,PLS,6.4455,100.2002
01608,Kangar,Perlis,PLS,6.4455,100.2002
01609,Kangar,Perlis,PLS,6.4394,100.1963
01610,Kangar,Perlis,PLS,6.4455,100.2002
01612,Kangar,Perlis,PLS,6.4455,100.2002
01614,Kangar,Perlis,PLS,6.4455,100.2002
01620,Kangar,Perlis,PLS,6.4421,100.2337
01622,Kangar,Perlis,PLS,6.4455,100.2002
01626,Kangar,Perlis,PLS,6.4455,100.2002
01628,Kangar,Perlis,PLS,6.4455,100.2002
01630,Kangar,Perlis,PLS,6.4124,100.1998
01632,Kangar,Perlis,PLS,6.5233,100.23
01634,Kangar,Perlis,PLS,6.4455,100.2002
01644,Kangar,Perlis,PLS,6.4374,100.1934
01646,Kangar,Perlis,PLS,6.4455,100.2002
01648,Kangar,Perlis,PLS,6.4455,100.2002
01660,Kangar,Perlis,PLS,6.4455,100.2002
01664,Kangar,Perlis,PLS,6.4455,100.2002
01670,Kangar,Perlis,PLS,6.4455,100.2002
01672,Kangar,Perlis,PLS,6.4455,100.2002
01673,Kangar,Perlis,PLS,6.4455,100.2002
01674,Kangar,Perlis,PLS,6.4248,100.1975
01676,Kangar,Perlis,PLS,6.4455,100.2002
01680,Kangar,Perlis,PLS,6.4455,100.2002
01694,Kangar,Perlis,PLS,6.4455,100.2002
02000,Kuala Perlis,Perlis,PLS,6.2683,100.2088
02100,Padang Besar,Perlis,PLS,6.5341,100.31
02200,Kaki Bukit,Perlis,PLS,6.6472,100.2022
02400,Kangar,Perlis,PLS,6.4547,100.2144
02450,Kangar,Perlis,PLS,6.4756,100.225
02500,Kangar,Perlis,PLS,6.4113,100.2371
02600,Arau,Perlis,PLS,6.4246,100.2736
02607,Arau,Perlis,PLS,6.415,100.2823
02609,Arau,Perlis,PLS,6.415,100.2823
02700,Simpang Ampat,Perlis,PLS,6.3155,100.2026
02707,Simpang Ampat,Perlis,PLS,6.3279,100.1958
02709,Simpang Ampat,Perlis,PLS,6.3279,100.1958
02800,Simpang Ampat,Perlis,PLS,6.3194,100.2031
10000,Pulau Pinang,Pulau Pinang,PNG,5.4166,100.3305
10050,Pulau Pinang,Pulau Pinang,PNG,5.4195,100.3278
10100,Pulau Pinang,Pulau Pinang,PNG,5.4166,100.3326
10150,Pulau Pinang,Pulau Pinang,PNG,5.4067,100.3259
10200,Pulau Pinang,Pulau Pinang,PNG,5.4208,100.3361
10250,Pulau Pinang,Pulau Pinang,PNG,5.4265,100.3205
10300,Pulau Pinang,Pulau Pinang,PNG,5.4111,100.3334
10350,Pulau Pinang,Pulau Pinang,PNG,5.4309,100.3138
10400,Pulau Pinang,Pulau Pinang,PNG,5.4172,100.3233
10450,Pulau Pinang,Pulau Pinang,PNG,5.4182,100.3068
10460,Pulau Pinang,Pulau Pinang,PNG,5.4119,100.3142
10470,Pulau Pinang,Pulau Pinang,PNG,5.4289,100.3104
10500,Pulau Pinang,Pulau Pinang,PNG,5.4179,100.3296
10502,Pulau Pinang,Pulau Pinang,PNG,5.4179,100.3296
10503,Pulau Pinang,Pulau Pinang,PNG,5.4179,100.3296
10504,Pulau Pinang,Pulau Pinang,PNG,5.4179,100.3296
10505,Pulau Pinang,Pulau Pinang,PNG,5.4179,100.3296
10506,Pulau Pinang,Pulau Pinang,PNG,5.4179,100.3296
10508,Pulau Pinang,Pulau Pinang,PNG,5.4179,100.3296
10512,Pulau Pinang,Pulau Pinang,PNG,5.4179,100.3296
10514,Pulau Pinang,Pulau Pinang,PNG,5.4179,100.3296
10516,Pulau Pinang,Pulau Pinang,PNG,5.4179,100.3296
10518,Pulau Pinang,Pulau Pinang,PNG,5.4179,100.3296
10524,Pulau Pinang,Pulau Pinang,PNG,5.4179,100.3296
